"cfi","text"
"epubcfi(/6/12!/4/2[pgepubid00011]/358)","MERCUTIO.Farewell, ancient lady; farewell, lady, lady, lady."
"epubcfi(/6/12!/4/2[pgepubid00011]/360)","[Exeunt Mercutio andBenvolio.]"
"epubcfi(/6/12!/4/2[pgepubid00011]/362)","NURSE.I pray you, sir, what saucy merchant was this that was so full of his ropery?"
"epubcfi(/6/12!/4/2[pgepubid00011]/364)","ROMEO.A gentleman, Nurse, that loves to hear himself talk, and will speak more in aminute than he will stand to in a month."
"epubcfi(/6/12!/4/2[pgepubid00011]/366)","NURSE.And a speak anything against me, I’ll take him down, and a were lustierthan he is, and twenty such Jacks. And if I cannot, I’ll find those thatshall. Scurvy knave! I am none of his flirt-gills; I am none of hisskains-mates.—And thou must stand by too and suffer every knave to use meat his pleasure!"
"epubcfi(/6/12!/4/2[pgepubid00011]/368)","PETER.I saw no man use you at his pleasure; if I had, my weapon should quickly havebeen out. I warrant you, I dare draw as soon as another man, if I see occasionin a good quarrel, and the law on my side."
"epubcfi(/6/12!/4/2[pgepubid00011]/370)","NURSE.Now, afore God, I am so vexed that every part about me quivers. Scurvy knave.Pray you, sir, a word: and as I told you, my young lady bid me enquire you out;what she bade me say, I will keep to myself. But first let me tell ye, if yeshould lead her in a fool’s paradise, as they say, it were a very grosskind of behaviour, as they say; for the gentlewoman is young. And therefore, ifyou should deal double with her, truly it were an ill thing to be offered toany gentlewoman, and very weak dealing."
"epubcfi(/6/12!/4/2[pgepubid00011]/372)","ROMEO.Nurse, commend me to thy lady and mistress. I protest untothee,—"
"epubcfi(/6/12!/4/2[pgepubid00011]/374)","NURSE.Good heart, and i’faith I will tell her as much. Lord, Lord, she will bea joyful woman."
"epubcfi(/6/12!/4/2[pgepubid00011]/376)","ROMEO.What wilt thou tell her, Nurse? Thou dost not mark me."
"epubcfi(/6/12!/4/2[pgepubid00011]/378)","NURSE.I will tell her, sir, that you do protest, which, as I take it, is agentlemanlike offer."
"epubcfi(/6/12!/4/2[pgepubid00011]/380)","ROMEO.Bid her deviseSome means to come to shrift this afternoon,And there she shall at Friar Lawrence’ cellBe shriv’d and married. Here is for thy pains."
"epubcfi(/6/12!/4/2[pgepubid00011]/382)","NURSE.No truly, sir; not a penny."
"epubcfi(/6/12!/4/2[pgepubid00011]/384)","ROMEO.Go to; I say you shall."
"epubcfi(/6/12!/4/2[pgepubid00011]/386)","NURSE.This afternoon, sir? Well, she shall be there."
"epubcfi(/6/12!/4/2[pgepubid00011]/388)","ROMEO.And stay, good Nurse, behind the abbey wall.Within this hour my man shall be with thee,And bring thee cords made like a tackled stair,Which to the high topgallant of my joyMust be my convoy in the secret night.Farewell, be trusty, and I’ll quit thy pains;Farewell; commend me to thy mistress."
"epubcfi(/6/12!/4/2[pgepubid00011]/390)","NURSE.Now God in heaven bless thee. Hark you, sir."
"epubcfi(/6/12!/4/2[pgepubid00011]/392)","ROMEO.What say’st thou, my dear Nurse?"
"epubcfi(/6/12!/4/2[pgepubid00011]/394)","NURSE.Is your man secret? Did you ne’er hear say,Two may keep counsel, putting one away?"
"epubcfi(/6/12!/4/2[pgepubid00011]/396)","ROMEO.I warrant thee my man’s as true as steel."
"epubcfi(/6/12!/4/2[pgepubid00011]/398)","NURSE.Well, sir, my mistress is the sweetest lady. Lord, Lord! When ’twas alittle prating thing,—O, there is a nobleman in town, one Paris, thatwould fain lay knife aboard; but she, good soul, had as lief see a toad, a verytoad, as see him. I anger her sometimes, and tell her that Paris is theproperer man, but I’ll warrant you, when I say so, she looks as pale asany clout in the versal world. Doth not rosemary and Romeo begin both with aletter?"
"epubcfi(/6/12!/4/2[pgepubid00011]/400)","ROMEO.Ay, Nurse; what of that? Both with an R."
"epubcfi(/6/12!/4/2[pgepubid00011]/402)","NURSE.Ah, mocker! That’s the dog’s name. R is for the—no, I know itbegins with some other letter, and she hath the prettiest sententious of it, ofyou and rosemary, that it would do you good to hear it."
"epubcfi(/6/12!/4/2[pgepubid00011]/404)","ROMEO.Commend me to thy lady."
"epubcfi(/6/12!/4/2[pgepubid00011]/406)","NURSE.Ay, a thousand times. Peter!"
"epubcfi(/6/12!/4/2[pgepubid00011]/408)","[Exit Romeo.]"
"epubcfi(/6/12!/4/2[pgepubid00011]/410)","PETER.Anon."
"epubcfi(/6/12!/4/2[pgepubid00011]/412)","NURSE.Before and apace."
"epubcfi(/6/12!/4/2[pgepubid00011]/414)","[Exeunt.]"
"epubcfi(/6/12!/4/2[pgepubid00011]/418)","Enter Juliet."
"epubcfi(/6/12!/4/2[pgepubid00011]/420)","JULIET.The clock struck nine when I did send the Nurse,In half an hour she promised to return.Perchance she cannot meet him. That’s not so.O, she is lame. Love’s heralds should be thoughts,Which ten times faster glides than the sun’s beams,Driving back shadows over lowering hills:Therefore do nimble-pinion’d doves draw love,And therefore hath the wind-swift Cupid wings.Now is the sun upon the highmost hillOf this day’s journey, and from nine till twelveIs three long hours, yet she is not come.Had she affections and warm youthful blood,She’d be as swift in motion as a ball;My words would bandy her to my sweet love,And his to me.But old folks, many feign as they were dead;Unwieldy, slow, heavy and pale as lead."
"epubcfi(/6/12!/4/2[pgepubid00011]/422)","Enter Nurse andPeter."
"epubcfi(/6/12!/4/2[pgepubid00011]/424)","O God, she comes. O honey Nurse, what news?Hast thou met with him? Send thy man away."
"epubcfi(/6/12!/4/2[pgepubid00011]/426)","NURSE.Peter, stay at the gate."
"epubcfi(/6/12!/4/2[pgepubid00011]/428)","[Exit Peter.]"
"epubcfi(/6/12!/4/2[pgepubid00011]/430)","JULIET.Now, good sweet Nurse,—O Lord, why look’st thou sad?Though news be sad, yet tell them merrily;If good, thou sham’st the music of sweet newsBy playing it to me with so sour a face."
"epubcfi(/6/12!/4/2[pgepubid00011]/432)","NURSE.I am aweary, give me leave awhile;Fie, how my bones ache! What a jaunt have I had!"
"epubcfi(/6/12!/4/2[pgepubid00011]/434)","JULIET.I would thou hadst my bones, and I thy news:Nay come, I pray thee speak; good, good Nurse, speak."
"epubcfi(/6/12!/4/2[pgepubid00011]/436)","NURSE.Jesu, what haste? Can you not stay a while?Do you not see that I am out of breath?"
"epubcfi(/6/12!/4/2[pgepubid00011]/438)","JULIET.How art thou out of breath, when thou hast breathTo say to me that thou art out of breath?The excuse that thou dost make in this delayIs longer than the tale thou dost excuse.Is thy news good or bad? Answer to that;Say either, and I’ll stay the circumstance.Let me be satisfied, is’t good or bad?"
"epubcfi(/6/12!/4/2[pgepubid00011]/440)","NURSE.Well, you have made a simple choice; you know not how to choose a man. Romeo?No, not he. Though his face be better than any man’s, yet his leg excelsall men’s, and for a hand and a foot, and a body, though they be not tobe talked on, yet they are past compare. He is not the flower of courtesy, butI’ll warrant him as gentle as a lamb. Go thy ways, wench, serve God.What, have you dined at home?"
"epubcfi(/6/12!/4/2[pgepubid00011]/442)","JULIET.No, no. But all this did I know before.What says he of our marriage? What of that?"
"epubcfi(/6/12!/4/2[pgepubid00011]/444)","NURSE.Lord, how my head aches! What a head have I!It beats as it would fall in twenty pieces.My back o’ t’other side,—O my back, my back!Beshrew your heart for sending me aboutTo catch my death with jauncing up and down."
"epubcfi(/6/12!/4/2[pgepubid00011]/446)","JULIET.I’faith, I am sorry that thou art not well.Sweet, sweet, sweet Nurse, tell me, what says my love?"
"epubcfi(/6/12!/4/2[pgepubid00011]/448)","NURSE.Your love says like an honest gentleman,And a courteous, and a kind, and a handsome,And I warrant a virtuous,—Where is your mother?"
"epubcfi(/6/12!/4/2[pgepubid00011]/450)","JULIET.Where is my mother? Why, she is within.Where should she be? How oddly thou repliest.‘Your love says, like an honest gentleman,‘Where is your mother?’"
"epubcfi(/6/12!/4/2[pgepubid00011]/452)","NURSE.O God’s lady dear,Are you so hot? Marry, come up, I trow.Is this the poultice for my aching bones?Henceforward do your messages yourself."
"epubcfi(/6/12!/4/2[pgepubid00011]/454)","JULIET.Here’s such a coil. Come, what says Romeo?"
"epubcfi(/6/12!/4/2[pgepubid00011]/456)","NURSE.Have you got leave to go to shrift today?"
"epubcfi(/6/12!/4/2[pgepubid00011]/458)","JULIET.I have."
"epubcfi(/6/12!/4/2[pgepubid00011]/460)","NURSE.Then hie you hence to Friar Lawrence’ cell;There stays a husband to make you a wife.Now comes the wanton blood up in your cheeks,They’ll be in scarlet straight at any news.Hie you to church. I must another way,To fetch a ladder by the which your loveMust climb a bird’s nest soon when it is dark.I am the drudge, and toil in your delight;But you shall bear the burden soon at night.Go. I’ll to dinner; hie you to the cell."
"epubcfi(/6/12!/4/2[pgepubid00011]/462)","JULIET.Hie to high fortune! Honest Nurse, farewell."
"epubcfi(/6/12!/4/2[pgepubid00011]/464)","[Exeunt.]"
"epubcfi(/6/12!/4/2[pgepubid00011]/468)","Enter Friar Lawrence andRomeo."
"epubcfi(/6/12!/4/2[pgepubid00011]/470)","FRIAR LAWRENCE.So smile the heavens upon this holy actThat after-hours with sorrow chide us not."
"epubcfi(/6/12!/4/2[pgepubid00011]/472)","ROMEO.Amen, amen, but come what sorrow can,It cannot countervail the exchange of joyThat one short minute gives me in her sight.Do thou but close our hands with holy words,Then love-devouring death do what he dare,It is enough I may but call her mine."
"epubcfi(/6/12!/4/2[pgepubid00011]/474)","FRIAR LAWRENCE.These violent delights have violent ends,And in their triumph die; like fire and powder,Which as they kiss consume. The sweetest honeyIs loathsome in his own deliciousness,And in the taste confounds the appetite.Therefore love moderately: long love doth so;Too swift arrives as tardy as too slow."
"epubcfi(/6/12!/4/2[pgepubid00011]/476)","Enter Juliet."
"epubcfi(/6/12!/4/2[pgepubid00011]/478)","Here comes the lady. O, so light a footWill ne’er wear out the everlasting flint.A lover may bestride the gossamersThat idles in the wanton summer airAnd yet not fall; so light is vanity."
"epubcfi(/6/12!/4/2[pgepubid00011]/480)","JULIET.Good even to my ghostly confessor."
"epubcfi(/6/12!/4/2[pgepubid00011]/482)","FRIAR LAWRENCE.Romeo shall thank thee, daughter, for us both."
"epubcfi(/6/12!/4/2[pgepubid00011]/484)","JULIET.As much to him, else is his thanks too much."
"epubcfi(/6/12!/4/2[pgepubid00011]/486)","ROMEO.Ah, Juliet, if the measure of thy joyBe heap’d like mine, and that thy skill be moreTo blazon it, then sweeten with thy breathThis neighbour air, and let rich music’s tongueUnfold the imagin’d happiness that bothReceive in either by this dear encounter."
"epubcfi(/6/12!/4/2[pgepubid00011]/488)","JULIET.Conceit more rich in matter than in words,Brags of his substance, not of ornament.They are but beggars that can count their worth;But my true love is grown to such excess,I cannot sum up sum of half my wealth."
"epubcfi(/6/12!/4/2[pgepubid00011]/490)","FRIAR LAWRENCE.Come, come with me, and we will make short work,For, by your leaves, you shall not stay aloneTill holy church incorporate two in one."
"epubcfi(/6/12!/4/2[pgepubid00011]/492)","[Exeunt.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/6)","Enter Mercutio, Benvolio, Page andServants."
"epubcfi(/6/14!/4/2[pgepubid00018]/8)","BENVOLIO.I pray thee, good Mercutio, let’s retire:The day is hot, the Capulets abroad,And if we meet, we shall not scape a brawl,For now these hot days, is the mad blood stirring."
"epubcfi(/6/14!/4/2[pgepubid00018]/10)","MERCUTIO.Thou art like one of these fellows that, when he enters the confines of atavern, claps me his sword upon the table, and says ‘God send me no needof thee!’ and by the operation of the second cup draws him on the drawer,when indeed there is no need."
"epubcfi(/6/14!/4/2[pgepubid00018]/12)","BENVOLIO.Am I like such a fellow?"
"epubcfi(/6/14!/4/2[pgepubid00018]/14)","MERCUTIO.Come, come, thou art as hot a Jack in thy mood as any in Italy; and as soonmoved to be moody, and as soon moody to be moved."
"epubcfi(/6/14!/4/2[pgepubid00018]/16)","BENVOLIO.And what to?"
"epubcfi(/6/14!/4/2[pgepubid00018]/18)","MERCUTIO.Nay, an there were two such, we should have none shortly, for one would killthe other. Thou? Why, thou wilt quarrel with a man that hath a hair more or ahair less in his beard than thou hast. Thou wilt quarrel with a man forcracking nuts, having no other reason but because thou hast hazel eyes. Whateye but such an eye would spy out such a quarrel? Thy head is as full ofquarrels as an egg is full of meat, and yet thy head hath been beaten as addleas an egg for quarrelling. Thou hast quarrelled with a man for coughing in thestreet, because he hath wakened thy dog that hath lain asleep in the sun. Didstthou not fall out with a tailor for wearing his new doublet before Easter? withanother for tying his new shoes with an old riband? And yet thou wilt tutor mefrom quarrelling!"
"epubcfi(/6/14!/4/2[pgepubid00018]/20)","BENVOLIO.And I were so apt to quarrel as thou art, any man should buy the fee simple ofmy life for an hour and a quarter."
"epubcfi(/6/14!/4/2[pgepubid00018]/22)","MERCUTIO.The fee simple! O simple!"
"epubcfi(/6/14!/4/2[pgepubid00018]/24)","Enter Tybalt and others."
"epubcfi(/6/14!/4/2[pgepubid00018]/26)","BENVOLIO.By my head, here comes the Capulets."
"epubcfi(/6/14!/4/2[pgepubid00018]/28)","MERCUTIO.By my heel, I care not."
"epubcfi(/6/14!/4/2[pgepubid00018]/30)","TYBALT.Follow me close, for I will speak to them.Gentlemen, good-den: a word with one of you."
"epubcfi(/6/14!/4/2[pgepubid00018]/32)","MERCUTIO.And but one word with one of us? Couple it with something; make it a word anda blow."
"epubcfi(/6/14!/4/2[pgepubid00018]/34)","TYBALT.You shall find me apt enough to that, sir, and you will give me occasion."
"epubcfi(/6/14!/4/2[pgepubid00018]/36)","MERCUTIO.Could you not take some occasion without giving?"
"epubcfi(/6/14!/4/2[pgepubid00018]/38)","TYBALT.Mercutio, thou consortest with Romeo."
"epubcfi(/6/14!/4/2[pgepubid00018]/40)","MERCUTIO.Consort? What, dost thou make us minstrels? And thou make minstrels of us, lookto hear nothing but discords. Here’s my fiddlestick, here’s thatshall make you dance. Zounds, consort!"
"epubcfi(/6/14!/4/2[pgepubid00018]/42)","BENVOLIO.We talk here in the public haunt of men.Either withdraw unto some private place,And reason coldly of your grievances,Or else depart; here all eyes gaze on us."
"epubcfi(/6/14!/4/2[pgepubid00018]/44)","MERCUTIO.Men’s eyes were made to look, and let them gaze.I will not budge for no man’s pleasure, I."
"epubcfi(/6/14!/4/2[pgepubid00018]/46)","Enter Romeo."
"epubcfi(/6/14!/4/2[pgepubid00018]/48)","TYBALT.Well, peace be with you, sir, here comes my man."
"epubcfi(/6/14!/4/2[pgepubid00018]/50)","MERCUTIO.But I’ll be hanged, sir, if he wear your livery.Marry, go before to field, he’ll be your follower;Your worship in that sense may call him man."
"epubcfi(/6/14!/4/2[pgepubid00018]/52)","TYBALT.Romeo, the love I bear thee can affordNo better term than this: Thou art a villain."
"epubcfi(/6/14!/4/2[pgepubid00018]/54)","ROMEO.Tybalt, the reason that I have to love theeDoth much excuse the appertaining rageTo such a greeting. Villain am I none;Therefore farewell; I see thou know’st me not."
"epubcfi(/6/14!/4/2[pgepubid00018]/56)","TYBALT.Boy, this shall not excuse the injuriesThat thou hast done me, therefore turn and draw."
"epubcfi(/6/14!/4/2[pgepubid00018]/58)","ROMEO.I do protest I never injur’d thee,But love thee better than thou canst deviseTill thou shalt know the reason of my love.And so good Capulet, which name I tenderAs dearly as mine own, be satisfied."
"epubcfi(/6/14!/4/2[pgepubid00018]/60)","MERCUTIO.O calm, dishonourable, vile submission![Draws.] Alla stoccata carries it away.Tybalt, you rat-catcher, will you walk?"
